TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
298,2022-12-11,2022,4,12,50,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,353232.0,3.1,47608.0,0,1182
299,2023-11-27,2023,4,11,48,27,Texas,Amarillo,79165,Male,Senior,4,Broker Associate,3539,4,4,2,2,319,44,Average,Rental,2,0,648935.0,844941.0,2.9,32057.0,152,1257
300,2022-11-21,2022,4,11,47,21,Ohio,Cincinnati,45264,Male,Middle Aged,5,Real Estate Agent,4042,5,5,2,2,538,28,Excellent,Sale,2,2983,30403.0,969513.0,2.0,21683.0,9,351
301,2023-02-14,2023,1,2,7,14,Arkansas,Fort Smith,72905,Female,Middle Aged,4,Leasing Consultant,4958,6,6,3,2,788,18,Excellent,Rental,1,6524,564947.0,185526.0,3.1,48910.0,120,1485
302,2022-04-30,2022,2,4,18,30,Washington,Seattle,98158,Female,Middle Aged,2,Leasing Consultant,2089,3,3,2,1,342,15,Average,Sale,0,17664,312480.0,479760.0,5.8,10343.0,0,565
303,2022-08-19,2022,3,8,33,19,California,Whittier,90605,Male,Middle Aged,2,Leasing Consultant,4220,5,5,2,2,667,1,Poor,Sale,2,6341,35020.0,328014.0,3.4,15858.0,24,758
304,2022-05-30,2022,2,5,22,30,Texas,Lubbock,79405,Male,Adult,2,Leasing Consultant,2919,4,4,2,1,220,39,Average,Rental,1,8525,389307.0,308525.0,4.5,28877.0,82,431
305,2023-09-23,2023,3,9,38,23,Minnesota,Saint Paul,55103,Female,Middle Aged,3,Listing Coordinator,3568,4,4,2,2,72,69,Average,Rental,0,3931,302190.0,662476.0,4.0,19978.0,0,484
306,2023-08-23,2023,3,8,34,23,New York,New York City,10014,Male,Middle Aged,1,Broker Associate,534,1,1,1,1,1,32,Excellent,Sale,0,5598,750587.0,517212.0,5.8,14744.0,0,1416
307,2022-08-27,2022,3,8,35,27,California,San Bernardino,92405,Male,Senior,5,Listing Coordinator,2410,4,4,2,1,290,73,Average,Sale,1,9205,831552.0,498441.0,2.6,33671.0,152,454
308,2022-01-03,2022,1,1,1,3,California,Sacramento,95852,Female,Middle Aged,3,Real Estate Agent,2732,4,4,2,1,235,7,Excellent,Rental,1,7858,570860.4,192391.0,2.0,17076.0,55,468
309,2023-02-25,2023,1,2,8,25,Michigan,Midland,48670,Male,Middle Aged,1,Property Manager,4990,6,6,3,2,902,52,Poor,Sale,1,0,553240.0,859236.0,4.8,42069.0,109,592
310,2022-07-25,2022,3,7,30,25,Florida,Pensacola,32520,Female,Middle Aged,1,Real Estate Agent,1129,2,2,1,1,179,4,Excellent,Rental,0,0,381599.0,318726.0,5.8,2227.0,0,767
311,2023-09-20,2023,3,9,38,20,Ohio,Cincinnati,45296,Male,Adult,2,Listing Coordinator,827,1,1,1,1,165,23,Average,Sale,0,6157,815638.0,808442.0,4.8,10766.0,0,182
312,2022-05-16,2022,2,5,20,16,Alabama,Mobile,36641,Female,Senior,4,Real Estate Agent,1473,3,3,1,1,204,14,Poor,Sale,1,6739,911236.0,319379.0,3.7,10476.0,58,961
313,2022-02-13,2022,1,2,7,13,New York,New York City,18789,Male,Adult,4,Broker Associate,1056,2,2,1,1,54,61,Excellent,Rental,1,184,827879.0,781032.0,2.9,33579.0,10,884
314,2023-02-28,2023,1,2,9,28,Michigan,Detroit,48258,Male,Middle Aged,5,Leasing Consultant,3180,4,4,2,2,416,41,Poor,Rental,0,0,551281.2,457458.0,5.1,14163.0,0,49
315,2023-05-15,2023,2,5,20,15,New York,New Hyde Park,11044,Female,Adult,5,Real Estate Agent,2773,4,4,2,1,111,65,Poor,Rental,1,8579,673090.0,722691.0,5.4,44529.0,43,0
316,2023-02-02,2023,1,2,5,2,Texas,Lubbock,79405,Female,Adult,5,Real Estate Agent,2317,4,4,2,1,59,52,Poor,Sale,1,0,665977.0,907392.0,4.1,25278.0,82,451
317,2022-07-03,2022,3,7,27,3,New York,New York City,10125,Male,Middle Aged,5,Property Manager,1079,2,2,1,1,3,74,Excellent,Sale,1,6945,737508.0,700383.0,5.8,49828.0,62,0
318,2022-03-05,2022,1,3,10,5,Texas,Lubbock,73189,Female,Middle Aged,5,Property Manager,2627,4,4,2,1,386,49,Poor,Rental,2,13322,577866.0,917728.0,5.1,11896.0,25,922
319,2023-12-09,2023,4,12,49,9,Texas,Irving,75037,Female,Adult,4,Real Estate Agent,1085,2,2,1,1,129,10,Poor,Rental,1,9994,325762.0,326280.0,4.9,19278.0,181,0
320,2023-07-25,2023,3,7,30,25,Florida,Tampa,33673,Male,Middle Aged,1,Listing Coordinator,3852,5,5,2,2,560,68,Poor,Sale,1,0,483967.0,817389.0,4.5,4877.0,173,742
321,2023-10-02,2023,4,10,40,2,Texas,Amarillo,79165,Female,Adult,3,Broker Associate,4081,5,5,2,2,633,31,Average,Rental,2,2591,848651.0,585099.0,3.8,39209.0,143,6
322,2024-01-07,2024,1,1,1,7,New York,Brooklyn,11225,Male,Middle Aged,2,Listing Coordinator,1399,2,2,1,1,132,34,Excellent,Sale,0,15039,499677.0,783160.0,2.5,45885.0,0,484
323,2024-01-04,2024,1,1,1,4,Texas,Killeen,76544,Female,Adult,2,Property Manager,2429,3,4,2,1,316,56,Average,Sale,2,3906,513970.0,400371.0,3.9,46382.0,33,814
324,2023-12-26,2023,4,12,52,26,Texas,Amarillo,79188,Female,Middle Aged,5,Property Manager,3202,4,4,2,2,16,54,Excellent,Sale,1,1238,996571.0,849149.0,4.5,42732.0,118,224
325,2024-04-04,2024,2,4,14,4,Texas,Dallas,75358,Male,Adult,3,Property Manager,1945,3,3,2,1,224,64,Excellent,Rental,0,2329,185879.0,946009.0,3.7,2634.0,0,367
326,2022-06-06,2022,2,6,23,6,District of Columbia,Washington,20535,Female,Senior,2,Broker Associate,2573,4,4,2,1,512,4,Average,Sale,2,6200,428781.0,617755.0,4.7,48837.0,36,840
327,2022-07-06,2022,3,7,27,6,Texas,Dallas,75236,Male,Adult,3,Broker Associate,2057,3,3,2,1,367,30,Average,Rental,1,4628,601231.0,729218.0,2.6,22095.0,158,0
328,2022-01-25,2022,1,1,4,25,Kansas,Shawnee Mission,66286,Male,Adult,4,Real Estate Agent,771,1,1,1,1,78,73,Poor,Sale,1,0,793151.0,596111.0,4.5,37222.0,92,0
329,2023-07-29,2023,3,7,30,29,Idaho,Idaho Falls,83405,Male,Middle Aged,3,Leasing Consultant,2545,4,4,2,1,269,71,Poor,Sale,0,6121,256935.0,686755.0,5.0,48777.0,0,701
330,2023-01-08,2023,1,1,2,8,Mississippi,Hattiesburg,39404,Male,Adult,3,Broker Associate,2348,4,4,2,1,292,43,Excellent,Sale,1,6295,134136.0,684556.0,3.4,49892.0,83,505
331,2022-06-17,2022,2,6,24,17,Texas,El Paso,79984,Male,Middle Aged,3,Leasing Consultant,4563,6,6,3,2,493,1,Average,Rental,2,7031,314906.0,518206.0,7.426583250676372,38485.0,28,643
332,2022-05-05,2022,2,5,18,5,New Hampshire,Manchester,3105,Male,Adult,2,Listing Coordinator,814,1,1,1,1,94,44,Excellent,Sale,3,0,24543.0,641501.0,3.9,23530.0,47,0
333,2023-04-12,2023,2,4,15,12,Missouri,Saint Louis,63110,Male,Middle Aged,3,Broker Associate,2027,3,3,2,1,108,49,Poor,Sale,1,0,912978.0,343190.0,3.6,38361.0,123,745
334,2022-06-25,2022,2,6,26,25,California,Pasadena,91186,Male,Adult,4,Property Manager,1771,3,3,2,1,3,46,Poor,Sale,0,9651,377629.0,743593.0,4.2,11078.0,0,0
335,2023-07-05,2023,3,7,27,5,Texas,Austin,78754,Female,Adult,2,Leasing Consultant,2802,4,4,2,1,261,5,Excellent,Rental,1,0,492391.0,997927.0,2.7,8902.0,97,0
336,2022-10-16,2022,4,10,42,16,Texas,El Paso,79989,Male,Senior,2,Listing Coordinator,1529,3,3,2,1,17,61,Poor,Sale,1,0,822248.0,386535.0,3.6,45863.0,100,0
337,2023-11-02,2023,4,11,44,2,Colorado,Denver,80223,Male,Adult,4,Real Estate Agent,1302,2,2,1,1,77,65,Poor,Sale,0,9223,406141.2,630320.0,4.6,14426.0,0,1549
338,2022-01-22,2022,1,1,4,22,Arizona,Mesa,85210,Female,Middle Aged,1,Listing Coordinator,2259,3,3,2,1,66,3,Average,Sale,1,1247,114767.0,958236.0,3.4,12554.0,136,798
339,2023-07-30,2023,3,7,31,30,Ohio,Cleveland,44118,Female,Middle Aged,5,Property Manager,3956,5,5,2,2,435,62,Excellent,Rental,0,0,156949.0,445064.0,4.7,48485.0,0,88
340,2022-03-30,2022,1,3,13,30,California,Berkeley,94712,Female,Senior,2,Real Estate Agent,2667,4,4,2,1,23,27,Poor,Rental,1,0,141036.0,184139.0,2.0,5988.0,114,444
341,2024-04-14,2024,2,4,15,14,Texas,Spring,77388,Female,Adult,1,Leasing Consultant,1555,3,3,2,1,303,13,Poor,Rental,0,2509,883274.0,835173.0,3.9,11981.0,0,1619
342,2023-03-28,2023,1,3,13,28,Iowa,Des Moines,50330,Female,Middle Aged,1,Listing Coordinator,3570,4,4,2,2,370,10,Average,Sale,2,991,554706.0,887033.0,2.6,35635.0,98,359
343,2023-09-02,2023,3,9,35,2,Texas,Fort Worth,76134,Female,Middle Aged,2,Listing Coordinator,2255,3,3,2,1,262,36,Excellent,Sale,2,1143,207376.0,940586.0,4.1,48208.0,43,239
344,2022-01-14,2022,1,1,2,14,Florida,Sarasota,34276,Male,Middle Aged,1,Broker Associate,1387,2,2,1,1,112,47,Excellent,Rental,0,5937,898919.0,973989.0,4.3,8359.0,0,779
345,2022-01-08,2022,1,1,2,8,Virginia,Springfield,22156,Male,Senior,1,Leasing Consultant,2416,4,4,2,1,4,13,Excellent,Rental,1,249,365747.0,420665.0,5.6,40890.0,40,944
346,2024-04-07,2024,2,4,14,7,Minnesota,Loretto,55598,Male,Senior,3,Broker Associate,2205,3,3,2,1,83,38,Average,Rental,0,0,262833.0,713577.0,5.2,36687.0,0,672
347,2022-12-19,2022,4,12,51,19,Virginia,Richmond,23228,Female,Senior,5,Real Estate Agent,1474,3,3,1,1,209,67,Average,Sale,1,9424,369776.0,151033.0,2.9,41414.0,71,0
348,2022-12-14,2022,4,12,50,14,Pennsylvania,Erie,16550,Female,Senior,2,Real Estate Agent,4523,6,6,3,2,414,38,Average,Sale,1,0,467636.0,762008.0,2.9,21772.0,23,615
349,2023-08-19,2023,3,8,33,19,Texas,Abilene,79699,Female,Senior,4,Real Estate Agent,2707,4,4,2,1,45,40,Average,Sale,1,0,302991.0,576866.0,3.9,42430.0,149,1677
350,2024-03-18,2024,1,3,12,18,Nevada,Carson City,89706,Female,Adult,2,Real Estate Agent,999,1,1,1,1,191,10,Excellent,Rental,2,4843,408808.0,867799.0,5.1,24669.0,156,156
351,2023-06-20,2023,2,6,25,20,Colorado,Denver,80243,Female,Middle Aged,1,Real Estate Agent,1320,2,2,1,1,195,29,Poor,Sale,2,0,601361.0,926502.0,3.1,12356.0,17,1246
352,2023-01-22,2023,1,1,4,22,Indiana,Indianapolis,46247,Female,Middle Aged,1,Listing Coordinator,1119,2,2,1,1,160,17,Average,Sale,1,9860,216212.0,720183.0,3.6,8770.0,161,1116
353,2023-10-06,2023,4,10,40,6,California,Redwood City,94064,Male,Middle Aged,3,Real Estate Agent,3803,5,5,2,2,668,69,Excellent,Sale,3,8851,595357.0,442967.0,3.8,12696.0,48,584
354,2022-07-01,2022,3,7,26,1,Texas,Amarillo,79165,Female,Middle Aged,4,Broker Associate,4057,5,5,2,2,577,47,Poor,Sale,1,0,547198.0,294548.0,2.1,5929.0,57,765
355,2023-07-26,2023,3,7,30,26,Tennessee,Kingsport,37665,Male,Adult,1,Listing Coordinator,2713,4,4,2,1,211,19,Excellent,Sale,2,5064,966562.0,879562.0,5.8,31462.0,39,1639
356,2022-10-12,2022,4,10,41,12,Maryland,Baltimore,21203,Female,Adult,5,Broker Associate,2425,4,4,2,1,191,7,Average,Sale,1,7241,863636.0,445035.0,2.6,49630.0,136,312
357,2024-04-19,2024,2,4,16,19,North Carolina,Charlotte,28220,Male,Middle Aged,3,Leasing Consultant,1636,3,3,2,1,251,43,Average,Sale,0,0,662119.0,788665.0,4.4,46295.0,0,1272
358,2023-04-26,2023,2,4,17,26,Texas,Irving,71842,Female,Middle Aged,2,Property Manager,4954,6,6,3,2,723,72,Average,Sale,1,9360,197153.0,662528.0,2.6,13840.0,147,73
359,2023-10-06,2023,4,10,40,6,Indiana,Terre Haute,47812,Male,Senior,3,Leasing Consultant,3566,4,4,2,2,152,48,Average,Sale,1,0,728959.0,925703.0,2.4,29503.0,40,0
360,2023-10-28,2023,4,10,43,28,Florida,Fort Pierce,34949,Female,Middle Aged,1,Broker Associate,3882,5,5,2,2,567,41,Average,Sale,0,0,391959.0,633473.0,5.3,15698.0,0,1274
361,2022-11-29,2022,4,11,48,29,Florida,Port Charlotte,33954,Female,Middle Aged,1,Leasing Consultant,1846,3,3,2,1,70,21,Poor,Rental,2,8030,970687.0,328932.0,4.4,6419.0,136,0
362,2023-10-09,2023,4,10,41,9,Connecticut,New Haven,6520,Female,Senior,1,Leasing Consultant,3189,4,4,2,2,95,47,Average,Rental,1,0,285134.0,200768.0,4.2,28065.0,180,1519
363,2023-10-31,2023,4,10,44,31,Texas,El Paso,88519,Male,Senior,1,Leasing Consultant,3247,4,4,2,2,269,17,Average,Rental,1,4385,747481.0,741857.0,2.9,37517.0,109,983
364,2024-01-23,2024,1,1,4,23,Florida,Fort Lauderdale,33330,Female,Middle Aged,3,Broker Associate,2865,4,4,2,1,217,42,Excellent,Sale,1,819,583023.0,753356.0,2.2,19876.0,58,765
365,2023-02-06,2023,1,2,6,6,Texas,Houston,66493,Male,Middle Aged,3,Real Estate Agent,1712,3,3,2,1,305,56,Poor,Sale,0,1268,885559.0,599834.0,3.7,47761.0,0,0
366,2022-06-23,2022,2,6,25,23,Texas,San Antonio,78230,Male,Adult,1,Property Manager,2155,3,3,2,1,220,67,Excellent,Sale,2,0,694045.4,922459.0,5.2,42868.0,38,867
367,2022-12-29,2022,4,12,52,29,Florida,Port Charlotte,33954,Female,Middle Aged,1,Leasing Consultant,1846,3,3,2,1,70,21,Poor,Rental,2,8030,970687.0,967668.0,2.2,29920.0,166,5
368,2022-12-13,2022,4,12,50,13,Maryland,Gaithersburg,20883,Male,Middle Aged,5,Property Manager,3986,5,5,2,2,649,20,Poor,Sale,1,0,341668.0,735938.0,5.0,8471.0,118,902
369,2023-02-06,2023,1,2,6,6,Illinois,Chicago,60691,Male,Adult,2,Leasing Consultant,3565,4,4,2,2,640,54,Excellent,Rental,1,2881,752190.0,750003.0,4.4,8398.0,138,0
370,2023-04-07,2023,2,4,14,7,Tennessee,Memphis,38143,Female,Senior,4,Leasing Consultant,3911,5,5,2,2,32,8,Average,Sale,2,8097,897412.0,606162.0,5.3,41715.0,24,668
371,2024-01-05,2024,1,1,1,5,North Carolina,Durham,27717,Female,Adult,1,Property Manager,4836,6,6,3,2,232,39,Excellent,Sale,1,12432,247499.0,681540.0,4.8,32636.0,60,769
372,2023-03-26,2023,1,3,13,26,Texas,Irving,71842,Female,Middle Aged,2,Property Manager,4954,6,6,3,2,723,72,Average,Sale,1,9360,197153.0,523924.0,5.8,1467.0,116,42
373,2022-03-30,2022,1,3,13,30,South Carolina,Columbia,29240,Male,Middle Aged,3,Leasing Consultant,4734,6,6,3,2,416,37,Average,Sale,1,0,201352.0,241686.0,4.7,37782.0,99,0
374,2022-02-27,2022,1,2,9,27,California,San Francisco,94116,Female,Senior,2,Property Manager,544,1,1,1,1,89,57,Average,Rental,2,8135,690136.0,164284.0,3.2,49899.0,89,0
375,2023-11-10,2023,4,11,45,10,Massachusetts,Boston,2114,Male,Middle Aged,2,Real Estate Agent,4272,5,5,2,2,690,38,Excellent,Sale,0,9208,119961.0,719705.0,4.3,47659.0,0,1496
376,2023-10-24,2023,4,10,43,24,South Carolina,Aiken,29805,Male,Adult,4,Broker Associate,2066,3,3,2,1,295,23,Average,Sale,1,9025,302437.0,601588.0,3.6,10247.0,49,1548
377,2023-08-23,2023,3,8,34,23,Minnesota,Saint Paul,55103,Female,Middle Aged,3,Listing Coordinator,3568,4,4,2,2,72,69,Average,Rental,0,3931,302190.0,754016.0,3.1,4248.0,0,453
378,2022-02-07,2022,1,2,6,7,Alabama,Mobile,36628,Male,Adult,5,Leasing Consultant,3580,4,4,2,2,243,2,Excellent,Rental,2,3565,235388.0,613595.0,2.6,49630.0,144,1064
379,2023-03-18,2023,1,3,11,18,Louisiana,Shreveport,71115,Female,Senior,5,Real Estate Agent,541,1,1,1,1,92,5,Excellent,Sale,2,0,761972.0,614264.0,4.0,9779.0,24,0
380,2022-09-28,2022,3,9,39,28,Arizona,Phoenix,85010,Female,Middle Aged,3,Listing Coordinator,3214,4,4,2,2,458,65,Average,Sale,2,6399,645235.0,603841.0,6.0,48085.0,10,854
381,2023-11-29,2023,4,11,48,29,California,Chula Vista,91913,Male,Senior,4,Real Estate Agent,2607,4,4,2,1,134,72,Poor,Rental,1,1193,867543.0,259365.0,4.7,36886.0,22,362
382,2023-05-23,2023,2,5,21,23,Maryland,Hagerstown,21747,Male,Adult,5,Listing Coordinator,3031,4,4,2,2,401,11,Average,Sale,1,13708,81833.0,219367.0,3.8,48129.0,9,715
383,2023-01-02,2023,1,1,1,2,Texas,Fort Worth,76121,Male,Adult,1,Leasing Consultant,1608,3,3,2,1,303,7,Average,Sale,1,5784,448168.0,445703.0,4.1,43240.0,103,1384
384,2023-09-13,2023,3,9,37,13,Florida,Ocala,44983,Male,Middle Aged,5,Real Estate Agent,3671,5,5,2,2,640,15,Average,Sale,1,2135,300904.0,988919.0,3.9,37581.0,69,126
385,2022-03-25,2022,1,3,12,25,Kansas,Shawnee Mission,66286,Male,Adult,4,Real Estate Agent,771,1,1,1,1,78,73,Poor,Sale,1,0,793151.0,461687.0,2.2,12110.0,151,0
386,2023-03-21,2023,1,3,12,21,Ohio,Cincinnati,45264,Male,Middle Aged,5,Real Estate Agent,4042,5,5,2,2,538,28,Excellent,Sale,2,2983,30403.0,566470.0,4.3,44944.0,129,471
387,2023-09-18,2023,3,9,38,18,Illinois,Chicago,60697,Female,Adult,2,Real Estate Agent,662,1,1,1,1,52,35,Average,Rental,0,5522,772870.0,982816.0,2.5,7987.0,0,722
388,2023-08-09,2023,3,8,32,9,Texas,Irving,75037,Female,Adult,4,Real Estate Agent,1085,2,2,1,1,129,10,Poor,Rental,1,9994,325762.0,813091.0,5.8,1748.0,59,0
389,2023-09-16,2023,3,9,37,16,Illinois,Joliet,60435,Female,Adult,3,Broker Associate,3864,5,5,2,2,176,47,Poor,Rental,2,8119,201175.0,781805.0,5.6,20871.0,152,674
390,2022-05-05,2022,2,5,18,5,New Hampshire,Manchester,3105,Male,Adult,2,Listing Coordinator,814,1,1,1,1,94,44,Excellent,Sale,3,0,24543.0,661973.0,5.1,20193.0,47,0
391,2023-05-16,2023,2,5,20,16,Michigan,Detroit,48267,Male,Middle Aged,3,Real Estate Agent,4559,6,6,3,2,570,64,Average,Sale,0,959,997212.0,306572.0,9.12303524928133,41796.0,0,385
392,2023-08-28,2023,3,8,35,28,Texas,Houston,77245,Male,Senior,1,Listing Coordinator,2988,4,4,2,1,291,44,Excellent,Rental,2,0,417781.6,623081.0,5.0,1051.0,48,320
393,2023-05-12,2023,2,5,19,12,Missouri,Saint Louis,63110,Male,Middle Aged,3,Broker Associate,2027,3,3,2,1,108,49,Poor,Sale,1,0,912978.0,256140.0,3.9,29224.0,153,775
394,2022-05-14,2022,2,5,20,14,Florida,Fort Myers,33913,Female,Middle Aged,5,Property Manager,3705,5,5,2,2,687,13,Poor,Sale,1,11241,771716.0,680901.0,4.3,45678.0,140,156
395,2022-10-17,2022,4,10,42,17,New York,New York City,10280,Male,Middle Aged,5,Listing Coordinator,3320,4,4,2,2,341,43,Poor,Sale,1,6749,86623.0,223384.0,3.6,8770.0,120,1156
396,2023-05-11,2023,2,5,19,11,Indiana,South Bend,46699,Male,Middle Aged,3,Real Estate Agent,4596,6,6,3,2,209,32,Average,Rental,0,0,922438.0,851480.0,4.0,813.0,0,489
397,2023-10-26,2023,4,10,43,26,Tennessee,Kingsport,37665,Male,Adult,1,Listing Coordinator,2713,4,4,2,1,211,19,Excellent,Sale,2,5064,966562.0,151687.0,2.3,5207.0,131,1731
398,2022-09-24,2022,3,9,39,24,North Carolina,Charlotte,28215,Male,Adult,4,Leasing Consultant,2680,4,4,2,1,278,10,Excellent,Sale,1,5330,515367.0,326890.0,4.4,6419.0,102,523
399,2023-09-15,2023,3,9,37,15,Colorado,Englewood,80150,Female,Adult,2,Real Estate Agent,4824,6,6,3,2,519,28,Poor,Rental,2,2549,344354.8,181899.0,2.1,6303.0,84,182
400,2023-01-14,2023,1,1,2,14,Arkansas,Fort Smith,72905,Female,Middle Aged,4,Leasing Consultant,4958,6,6,3,2,788,18,Excellent,Rental,1,6524,564947.0,535991.0,2.1,41730.0,89,1454
401,2023-09-20,2023,3,9,38,20,Colorado,Denver,80243,Female,Middle Aged,1,Real Estate Agent,1320,2,2,1,1,195,29,Poor,Sale,2,0,601361.0,341081.0,3.4,44170.0,109,1338
402,2023-03-26,2023,1,3,13,26,Indiana,South Bend,46634,Female,Middle Aged,1,Broker Associate,2733,4,4,2,1,7,14,Average,Rental,2,9552,197155.0,486078.0,3.5,16318.0,4,290
403,2024-02-06,2024,1,2,6,6,Indiana,Terre Haute,47812,Male,Senior,3,Leasing Consultant,3566,4,4,2,2,152,48,Average,Sale,1,0,728959.0,409002.0,4.4,14605.0,163,62
404,2022-01-12,2022,1,1,2,12,Wisconsin,Green Bay,54313,Female,Adult,3,Leasing Consultant,4874,6,6,3,2,409,70,Poor,Sale,1,0,451393.0,910414.0,4.0,19783.0,103,841
405,2023-09-15,2023,3,9,37,15,Florida,Brooksville,34605,Male,Middle Aged,1,Listing Coordinator,3997,5,5,2,2,386,21,Poor,Rental,2,7527,491361.4,219851.0,4.2,4915.0,170,1105
406,2022-07-16,2022,3,7,29,16,Minnesota,Maple Plain,55572,Male,Adult,5,Property Manager,3063,4,4,2,2,605,37,Average,Rental,1,1466,168352.0,655047.0,5.0,1305.0,83,0
407,2022-08-22,2022,3,8,34,22,Louisiana,Baton Rouge,70883,Female,Senior,5,Real Estate Agent,3320,4,4,2,2,292,52,Average,Sale,2,10869,362815.0,471231.0,4.6,48514.0,113,1235
408,2023-12-01,2023,4,12,48,1,North Carolina,Charlotte,28247,Male,Middle Aged,4,Leasing Consultant,586,1,1,1,1,50,7,Poor,Sale,1,0,328962.0,415755.0,4.6,26787.0,51,1384
409,2023-07-15,2023,3,7,28,15,Florida,Lake Worth,33467,Male,Senior,5,Real Estate Agent,2165,3,3,2,1,340,16,Poor,Sale,1,6166,252409.0,204087.0,5.4,46525.0,97,914
410,2023-07-10,2023,3,7,28,10,Massachusetts,Springfield,1129,Female,Adult,3,Real Estate Agent,3112,4,4,2,2,293,16,Excellent,Sale,0,0,492352.0,526541.0,3.0,27727.0,0,713
411,2024-01-16,2024,1,1,3,16,Texas,Dallas,75241,Male,Middle Aged,5,Property Manager,2037,3,3,2,1,160,31,Average,Sale,2,8070,149729.0,906609.0,3.8,38470.0,62,1119
412,2023-09-01,2023,3,9,35,1,Pennsylvania,Valley Forge,19495,Male,Adult,3,Broker Associate,2477,4,4,2,1,120,52,Average,Rental,1,0,942432.0,368960.0,3.2,30782.0,69,582
413,2024-01-05,2024,1,1,1,5,Virginia,Roanoke,24029,Male,Middle Aged,2,Broker Associate,4642,6,6,3,2,626,31,Excellent,Rental,0,2372,508243.0,438255.0,2.1,13131.0,0,980
414,2024-02-19,2024,1,2,8,19,Missouri,Kansas City,64114,Female,Adult,2,Leasing Consultant,2322,4,4,2,1,436,10,Poor,Sale,2,12408,350767.0,258019.0,4.625590504188135,37590.0,54,977
415,2023-10-17,2023,4,10,42,17,California,North Hollywood,91616,Male,Adult,1,Leasing Consultant,3431,4,4,2,2,319,10,Excellent,Rental,0,0,472284.0,499328.0,5.3,6448.0,0,40
416,2022-09-22,2022,3,9,38,22,Minnesota,Monticello,58899,Male,Middle Aged,3,Listing Coordinator,4184,5,5,2,2,475,49,Average,Rental,0,9028,866173.0,425076.0,4.5,42979.0,0,0
417,2022-04-12,2022,2,4,15,12,Tennessee,Knoxville,37995,Male,Senior,5,Broker Associate,3570,4,4,2,2,357,23,Average,Sale,2,10107,233699.0,696393.0,3.6,24807.0,68,0
418,2022-05-26,2022,2,5,21,26,Pennsylvania,Erie,16565,Male,Middle Aged,3,Leasing Consultant,2818,4,4,2,1,430,29,Average,Sale,0,0,162945.0,304189.0,5.5,37533.0,0,0
419,2023-03-16,2023,1,3,11,16,District of Columbia,Washington,13949,Female,Adult,3,Broker Associate,1654,3,3,2,1,245,45,Excellent,Rental,1,11611,38915.0,742008.0,4.4,7788.0,105,1076
420,2022-07-12,2022,3,7,28,12,Kentucky,London,40745,Male,Adult,4,Listing Coordinator,1612,3,3,2,1,211,17,Average,Rental,0,6551,666868.0,402899.0,5.1,27511.0,0,0
421,2023-01-08,2023,1,1,2,8,Georgia,Atlanta,30340,Female,Middle Aged,3,Broker Associate,4538,6,6,3,2,643,28,Poor,Sale,2,5603,593113.0,367834.0,2.4,39082.0,95,803
422,2022-01-05,2022,1,1,1,5,California,San Jose,95173,Male,Middle Aged,3,Broker Associate,843,1,1,1,1,31,7,Average,Rental,1,2055,93146.0,528334.0,4.3,8359.0,13,303
423,2022-01-03,2022,1,1,1,3,California,Sacramento,95852,Female,Middle Aged,3,Real Estate Agent,2732,4,4,2,1,235,7,Excellent,Rental,1,7858,570860.4,556837.0,7.052513456454343,25956.0,55,468
424,2022-09-07,2022,3,9,36,7,Minnesota,Young America,55573,Male,Middle Aged,2,Real Estate Agent,2746,4,4,2,1,545,64,Excellent,Sale,1,4292,611947.4,586800.0,3.4,15073.0,80,45
425,2024-02-14,2024,1,2,7,14,Texas,Spring,77388,Female,Adult,1,Leasing Consultant,1555,3,3,2,1,303,13,Poor,Rental,0,2509,883274.0,292135.0,2.6,7625.0,0,1559
426,2023-01-04,2023,1,1,1,4,California,Sacramento,95852,Male,Adult,5,Property Manager,4698,6,6,3,2,389,65,Average,Sale,1,0,859033.0,912413.0,4.2,7108.0,152,245
427,2022-05-15,2022,2,5,20,15,Illinois,Bloomington,61709,Male,Middle Aged,2,Listing Coordinator,4058,5,5,2,2,515,19,Average,Rental,1,1502,251828.6,643559.0,3.9,1911.0,40,504
428,2024-02-14,2024,1,2,7,14,Georgia,Atlanta,30311,Male,Adult,1,Leasing Consultant,2230,3,3,2,1,78,67,Poor,Sale,1,0,353813.0,924319.0,3.7,26323.0,38,1458
429,2022-11-13,2022,4,11,46,13,New York,Brooklyn,11215,Female,Adult,1,Leasing Consultant,2802,4,4,2,1,357,23,Average,Rental,1,8803,901799.0,957723.0,4.8,12808.0,177,313
430,2022-08-20,2022,3,8,34,20,Mississippi,Gulfport,39505,Male,Senior,1,Broker Associate,1762,3,3,2,1,167,35,Average,Rental,0,8388,218108.6,390293.0,2.7,8209.0,0,1324
431,2022-11-26,2022,4,11,48,26,Washington,Tacoma,98411,Female,Middle Aged,3,Listing Coordinator,4568,6,6,3,2,865,62,Excellent,Sale,0,6315,625653.0,423250.0,3.0,18705.0,0,0
