visit_id,property_id,visit_date,client_id,description
565,170,2021-12-28,851,Highly Interested in Rent
566,691,2019-09-24,167,Requires Significant Changes or Renovations
567,163,2022-02-07,471,Requires Significant Changes or Renovations
568,325,2020-06-06,984,Not Interested in Property
569,90,2021-10-31,5,Highly Interested in Purchase
570,899,2023-10-12,995,Highly Interested in Purchase
571,810,2021-11-14,59,Interested in a Different Type of Property
572,659,2020-03-23,610,Interested in a Different Type of Property
573,147,2019-06-17,935,Moderately Interested in Purchase
574,500,2023-07-25,739,Waiting on External Factors
575,277,2022-10-07,564,Moderately Interested in Rent
576,526,2019-07-08,223,Interested but Needs More Information
577,330,2023-12-03,548,Highly Interested in Purchase
578,95,2019-07-24,263,Highly Interested in Rent
579,634,2019-09-18,451,Waiting on External Factors
580,875,2019-09-09,531,Moderately Interested in Rent
581,599,2022-05-05,442,Requires Significant Changes or Renovations
582,667,2020-03-23,234,Interested but Price is a Concern
583,327,2020-09-03,437,Interested but Price is a Concern
584,44,2020-08-02,762,Interested but Needs More Information
585,914,2023-02-07,516,Highly Interested in Rent
586,765,2020-11-22,477,Moderately Interested in Purchase
587,98,2021-07-14,433,Moderately Interested in Purchase
588,943,2023-10-21,401,Interested but Needs More Information
589,695,2019-12-26,752,Requires Significant Changes or Renovations
590,680,2019-09-27,951,Highly Interested in Rent
591,583,2021-04-28,602,Waiting on External Factors
592,446,2022-11-24,510,Highly Interested in Rent
593,211,2022-10-27,415,Highly Interested in Rent
594,819,2019-10-23,914,Highly Interested in Purchase
595,285,2023-06-23,824,Interested in a Different Type of Property
596,621,2023-03-22,660,Interested in a Different Type of Property
597,849,2021-01-05,671,Interested but Needs More Information
598,807,2022-01-05,487,Highly Interested in Purchase
599,151,2021-03-26,695,Interested but Price is a Concern
600,692,2019-06-26,192,Highly Interested in Rent
601,377,2023-05-30,967,Interested but Price is a Concern
602,588,2023-09-22,774,Interested in a Different Type of Property
603,979,2019-05-12,519,Not Interested in Property
604,431,2022-01-11,703,Interested in a Different Type of Property
605,241,2023-08-22,757,Moderately Interested in Purchase
606,443,2023-03-29,834,Highly Interested in Purchase
607,105,2020-12-07,101,Interested in a Different Type of Property
608,417,2020-11-27,424,Moderately Interested in Rent
609,798,2023-02-21,611,Requires Significant Changes or Renovations
610,954,2019-10-08,536,Interested but Needs More Information
611,62,2021-09-25,746,Moderately Interested in Rent
612,942,2019-05-20,1,Moderately Interested in Purchase
613,633,2019-09-11,872,Requires Significant Changes or Renovations
614,811,2022-06-29,321,Interested but Price is a Concern
615,383,2020-02-20,392,Interested but Needs More Information
616,364,2022-07-04,108,Waiting on External Factors
617,664,2023-06-23,127,Not Interested in Property
618,200,2023-11-06,715,Moderately Interested in Purchase
619,671,2020-03-14,14,Requires Significant Changes or Renovations
620,19,2021-11-21,975,Interested but Price is a Concern
621,745,2022-10-03,112,Requires Significant Changes or Renovations
622,150,2019-07-02,665,Moderately Interested in Purchase
623,730,2019-08-08,240,Interested but Needs More Information
624,102,2019-04-23,788,Interested but Price is a Concern
625,408,2019-08-07,656,Interested but Needs More Information
626,640,2019-08-21,469,Requires Significant Changes or Renovations
627,507,2019-06-08,964,Interested but Price is a Concern
628,73,2022-05-20,710,Requires Significant Changes or Renovations
629,83,2021-10-26,128,Interested but Needs More Information
630,518,2019-04-24,796,Highly Interested in Rent
631,546,2022-09-15,528,Moderately Interested in Purchase
632,78,2022-08-02,310,Highly Interested in Rent
633,793,2020-12-12,152,Requires Significant Changes or Renovations
634,726,2019-12-05,130,Interested but Price is a Concern
635,42,2022-05-19,87,Waiting on External Factors
636,84,2019-09-18,423,Waiting on External Factors
637,932,2020-02-12,121,Highly Interested in Purchase
638,808,2023-01-23,566,Interested but Price is a Concern
639,137,2020-09-14,974,Highly Interested in Rent
640,126,2023-12-22,432,Highly Interested in Rent
641,338,2023-12-25,722,Highly Interested in Purchase
642,380,2023-05-16,488,Highly Interested in Purchase
643,498,2023-08-27,166,Interested but Needs More Information
644,149,2020-04-15,515,Interested but Price is a Concern
645,601,2022-08-14,649,Requires Significant Changes or Renovations
646,868,2023-07-03,681,Requires Significant Changes or Renovations
647,112,2023-12-30,619,Moderately Interested in Purchase
648,451,2023-03-30,855,Highly Interested in Purchase
649,795,2020-03-11,275,Moderately Interested in Purchase
650,729,2020-02-02,737,Interested but Needs More Information
651,579,2023-02-27,49,Not Interested in Property
652,817,2019-06-05,344,Moderately Interested in Purchase
653,550,2020-01-20,24,Requires Significant Changes or Renovations
654,281,2022-06-10,485,Not Interested in Property
655,983,2022-02-27,720,Requires Significant Changes or Renovations
656,24,2019-08-16,773,Interested but Price is a Concern
657,202,2021-11-13,76,Waiting on External Factors
658,88,2021-05-16,945,Moderately Interested in Rent
659,224,2019-12-15,115,Moderately Interested in Purchase
660,26,2023-10-12,410,Highly Interested in Purchase
661,581,2019-08-16,227,Highly Interested in Rent
662,279,2019-06-05,252,Highly Interested in Purchase
663,698,2020-05-09,36,Interested but Needs More Information
664,420,2019-10-30,311,Requires Significant Changes or Renovations
665,847,2020-08-25,675,Moderately Interested in Purchase
666,439,2023-06-17,73,Highly Interested in Rent
667,900,2021-04-17,517,Moderately Interested in Rent
668,848,2023-03-24,929,Not Interested in Property
669,966,2023-03-22,647,Requires Significant Changes or Renovations
670,617,2019-07-10,456,Requires Significant Changes or Renovations
671,643,2023-11-17,226,Moderately Interested in Rent
672,111,2019-05-22,709,Waiting on External Factors
673,68,2019-04-27,330,Waiting on External Factors
674,524,2019-03-29,406,Interested but Needs More Information
675,783,2021-03-12,216,Moderately Interested in Rent
676,608,2020-01-28,189,Interested in a Different Type of Property
677,53,2020-08-25,630,Waiting on External Factors
678,707,2021-04-11,718,Not Interested in Property
679,723,2019-06-03,847,Waiting on External Factors
680,778,2023-06-27,478,Not Interested in Property
681,354,2021-06-08,502,Waiting on External Factors
682,414,2023-08-24,269,Highly Interested in Purchase
683,461,2023-05-15,445,Interested but Price is a Concern
684,132,2022-03-28,429,Not Interested in Property
685,993,2021-10-24,168,Moderately Interested in Rent
686,884,2020-04-03,148,Requires Significant Changes or Renovations
687,223,2022-08-17,384,Interested in a Different Type of Property
688,558,2020-06-27,165,Moderately Interested in Rent
689,816,2021-01-09,134,Interested but Price is a Concern
690,941,2022-05-20,431,Waiting on External Factors
691,923,2024-01-07,544,Highly Interested in Purchase
692,255,2022-07-13,468,Moderately Interested in Purchase
693,713,2019-10-19,498,Highly Interested in Rent
694,882,2021-08-30,908,Interested in a Different Type of Property
695,915,2022-10-12,977,Highly Interested in Purchase
696,426,2023-04-12,113,Interested but Price is a Concern
697,968,2023-07-09,653,Highly Interested in Rent
698,809,2022-04-11,313,Interested in a Different Type of Property
699,652,2023-11-13,524,Not Interested in Property
700,869,2023-11-06,300,Waiting on External Factors
701,402,2023-05-08,905,Requires Significant Changes or Renovations
702,31,2020-02-14,684,Interested but Needs More Information
703,890,2022-05-19,891,Not Interested in Property
704,339,2021-05-11,183,Not Interested in Property
705,114,2022-11-21,792,Moderately Interested in Rent
706,802,2022-01-25,608,Interested but Price is a Concern
707,708,2021-12-09,820,Highly Interested in Purchase
708,398,2020-02-11,123,Not Interested in Property
709,187,2019-11-05,542,Not Interested in Property
710,840,2019-07-23,204,Waiting on External Factors
711,6,2022-03-13,490,Interested but Price is a Concern
712,580,2020-12-22,69,Requires Significant Changes or Renovations
713,270,2023-09-18,614,Highly Interested in Purchase
714,188,2023-07-16,683,Highly Interested in Purchase
715,77,2021-08-08,962,Highly Interested in Rent
716,481,2023-06-20,460,Waiting on External Factors
717,605,2021-08-05,576,Moderately Interested in Purchase
718,355,2022-11-01,759,Highly Interested in Purchase
719,167,2019-05-15,255,Interested in a Different Type of Property
720,977,2023-09-14,808,Requires Significant Changes or Renovations
721,786,2021-07-27,838,Interested in a Different Type of Property
722,418,2021-07-28,452,Interested in a Different Type of Property
723,317,2023-03-04,319,Moderately Interested in Rent
724,256,2023-05-07,180,Highly Interested in Purchase
725,734,2020-12-16,650,Waiting on External Factors
726,275,2020-01-28,175,Requires Significant Changes or Renovations
727,82,2022-10-09,558,Highly Interested in Purchase
728,447,2020-08-17,873,Moderately Interested in Rent
729,52,2022-04-11,585,Moderately Interested in Rent
730,679,2021-02-10,669,Interested but Needs More Information
731,319,2020-02-14,473,Interested in a Different Type of Property
732,672,2019-08-20,837,Highly Interested in Purchase
733,746,2020-08-28,41,Highly Interested in Purchase
734,733,2022-04-05,362,Moderately Interested in Purchase
735,230,2020-09-03,980,Requires Significant Changes or Renovations
736,294,2020-07-15,205,Interested but Needs More Information
737,1,2022-06-24,708,Moderately Interested in Rent
738,799,2021-07-15,615,Highly Interested in Purchase
739,789,2021-07-31,765,Requires Significant Changes or Renovations
740,965,2019-07-03,512,Moderately Interested in Rent
741,240,2021-02-15,20,Interested but Needs More Information
742,442,2022-07-16,534,Waiting on External Factors
743,660,2023-04-14,390,Requires Significant Changes or Renovations
744,913,2020-08-18,125,Moderately Interested in Rent
745,353,2022-12-10,215,Highly Interested in Rent
746,171,2019-10-16,749,Moderately Interested in Purchase
747,136,2021-02-03,795,Not Interested in Property
748,419,2021-04-20,655,Not Interested in Property
749,676,2021-03-21,584,Highly Interested in Rent
750,214,2021-05-29,257,Moderately Interested in Purchase
751,107,2020-06-18,940,Highly Interested in Purchase
752,480,2022-04-14,699,Interested but Price is a Concern
753,944,2022-04-10,481,Interested but Needs More Information
754,876,2019-06-22,350,Requires Significant Changes or Renovations
755,619,2020-11-25,486,Highly Interested in Purchase
756,34,2021-09-08,21,Requires Significant Changes or Renovations
757,696,2020-02-18,342,Highly Interested in Rent
758,925,2022-01-16,333,Interested in a Different Type of Property
759,769,2021-06-11,997,Requires Significant Changes or Renovations
760,400,2021-06-18,801,Requires Significant Changes or Renovations
761,593,2022-05-12,63,Highly Interested in Rent
762,235,2020-05-15,54,Not Interested in Property
763,226,2019-05-11,421,Interested but Price is a Concern
764,262,2022-02-03,461,Not Interested in Property
765,45,2019-07-11,721,Waiting on External Factors
766,349,2020-11-09,849,Interested but Needs More Information
767,373,2021-07-27,781,Moderately Interested in Rent
768,335,2021-01-25,572,Interested but Price is a Concern
769,939,2022-08-31,862,Interested but Needs More Information
770,371,2020-05-29,870,Highly Interested in Purchase
771,351,2020-06-04,998,Not Interested in Property
772,803,2020-02-03,700,Highly Interested in Purchase
773,597,2021-08-18,714,Interested but Needs More Information
774,544,2020-09-15,969,Interested but Price is a Concern
775,852,2023-02-09,254,Requires Significant Changes or Renovations
776,673,2023-11-21,35,Interested but Price is a Concern
777,996,2023-07-18,818,Moderately Interested in Purchase
778,89,2022-09-01,278,Highly Interested in Rent
779,471,2021-07-17,89,Moderately Interested in Purchase
780,236,2019-03-14,185,Requires Significant Changes or Renovations
781,681,2021-09-30,800,Requires Significant Changes or Renovations
782,206,2019-07-12,501,Moderately Interested in Rent
783,743,2022-09-14,565,Interested but Needs More Information
784,318,2019-10-18,579,Highly Interested in Purchase
785,917,2021-02-27,815,Interested but Price is a Concern
786,926,2022-12-31,389,Waiting on External Factors
787,93,2022-10-27,219,Moderately Interested in Purchase
788,676,2021-02-14,938,Moderately Interested in Rent
789,9,2023-07-06,971,Requires Significant Changes or Renovations
790,740,2020-10-08,132,Highly Interested in Purchase
791,938,2023-06-30,506,Interested but Needs More Information
792,800,2020-10-20,385,Not Interested in Property
793,678,2020-01-14,518,Interested but Needs More Information
794,308,2022-05-01,77,Requires Significant Changes or Renovations
795,656,2020-06-15,711,Moderately Interested in Rent
796,930,2019-04-07,728,Requires Significant Changes or Renovations
797,247,2020-10-18,256,Waiting on External Factors
798,707,2021-04-07,778,Interested but Price is a Concern
799,217,2024-02-12,302,Interested but Needs More Information
800,704,2020-03-31,471,Moderately Interested in Purchase
801,897,2020-02-19,798,Requires Significant Changes or Renovations
802,792,2020-01-29,437,Waiting on External Factors
803,234,2019-05-02,894,Not Interested in Property
804,173,2019-02-16,524,Moderately Interested in Rent
805,210,2020-04-10,316,Waiting on External Factors
806,507,2019-05-16,33,Interested but Needs More Information
807,585,2021-05-20,273,Moderately Interested in Rent
808,259,2019-07-15,648,Waiting on External Factors
809,580,2021-01-21,100,Highly Interested in Rent
810,604,2023-06-07,559,Highly Interested in Purchase
811,768,2020-12-12,715,Not Interested in Property
812,599,2022-03-30,598,Not Interested in Property
813,918,2023-03-17,550,Interested in a Different Type of Property
814,641,2021-09-08,697,Moderately Interested in Rent
815,490,2020-12-27,435,Moderately Interested in Purchase
816,136,2021-02-08,795,Not Interested in Property
817,346,2023-08-20,390,Requires Significant Changes or Renovations
818,195,2020-06-21,923,Waiting on External Factors
819,60,2023-02-02,691,Highly Interested in Rent
820,516,2020-05-15,780,Waiting on External Factors
821,206,2019-08-24,151,Interested in a Different Type of Property
822,155,2023-01-24,476,Interested but Needs More Information
823,518,2019-04-22,272,Interested but Price is a Concern
824,466,2023-09-09,162,Interested but Needs More Information
825,231,2022-10-20,146,Interested in a Different Type of Property
826,788,2020-06-11,28,Moderately Interested in Purchase
827,463,2020-11-19,141,Highly Interested in Rent
828,294,2020-07-07,842,Requires Significant Changes or Renovations
829,968,2023-07-06,211,Interested but Price is a Concern
830,424,2020-03-20,271,Highly Interested in Rent
831,265,2019-11-09,77,Requires Significant Changes or Renovations
832,794,2022-11-27,51,Highly Interested in Purchase
833,344,2021-01-25,998,Interested but Price is a Concern
834,142,2020-12-02,466,Interested but Needs More Information
835,406,2023-09-15,733,Interested but Needs More Information
836,601,2022-08-30,170,Requires Significant Changes or Renovations
837,851,2022-08-10,983,Requires Significant Changes or Renovations
838,770,2022-07-16,344,Interested but Price is a Concern
839,13,2021-02-03,838,Requires Significant Changes or Renovations
840,701,2020-11-13,487,Interested in a Different Type of Property
841,506,2020-12-02,475,Waiting on External Factors
842,680,2019-10-02,989,Requires Significant Changes or Renovations
843,815,2020-10-14,513,Requires Significant Changes or Renovations
844,451,2023-04-17,74,Highly Interested in Purchase
845,528,2019-06-17,22,Not Interested in Property
846,194,2019-05-09,705,Interested but Needs More Information
847,447,2020-07-11,764,Not Interested in Property
848,508,2023-01-28,302,Highly Interested in Purchase
849,737,2020-06-13,11,Requires Significant Changes or Renovations
850,685,2023-12-08,772,Not Interested in Property
851,40,2021-09-16,986,Not Interested in Property
852,6,2022-03-04,946,Interested but Price is a Concern
853,64,2020-04-15,629,Interested but Needs More Information
854,660,2023-04-03,173,Requires Significant Changes or Renovations
855,374,2022-11-12,258,Moderately Interested in Rent
856,474,2019-12-15,292,Highly Interested in Purchase
857,386,2022-04-29,84,Interested but Needs More Information
858,412,2022-02-16,172,Waiting on External Factors
859,77,2021-07-08,543,Not Interested in Property
860,450,2020-11-20,222,Interested in a Different Type of Property
861,850,2023-02-15,728,Interested in a Different Type of Property
862,974,2021-06-09,360,Highly Interested in Rent
863,817,2019-05-15,776,Not Interested in Property
864,523,2022-05-08,574,Waiting on External Factors
865,673,2023-10-21,612,Interested but Price is a Concern
866,560,2022-05-01,46,Interested in a Different Type of Property
867,530,2022-05-26,2,Not Interested in Property
868,666,2021-11-25,661,Interested in a Different Type of Property
869,276,2022-06-20,805,Waiting on External Factors
870,164,2020-05-30,594,Interested but Price is a Concern
871,716,2021-03-13,940,Interested but Price is a Concern
872,324,2023-04-14,37,Interested in a Different Type of Property
873,154,2022-10-13,741,Moderately Interested in Purchase
874,215,2021-12-20,636,Interested in a Different Type of Property
875,587,2021-10-05,120,Not Interested in Property
876,159,2021-10-19,926,Requires Significant Changes or Renovations
877,104,2022-01-29,394,Interested but Needs More Information
878,106,2021-11-20,378,Interested but Needs More Information
879,989,2021-10-09,763,Waiting on External Factors
880,878,2020-05-22,860,Waiting on External Factors
881,987,2022-03-08,119,Interested but Needs More Information
882,771,2023-06-27,549,Moderately Interested in Purchase
883,583,2021-06-04,572,Requires Significant Changes or Renovations
884,50,2022-03-19,721,Interested in a Different Type of Property
885,513,2020-09-24,210,Highly Interested in Rent
886,611,2022-12-23,876,Moderately Interested in Purchase
887,1,2022-07-13,152,Highly Interested in Purchase
888,993,2021-10-15,315,Interested but Price is a Concern
889,999,2022-11-11,925,Moderately Interested in Rent
890,240,2021-01-01,786,Interested in a Different Type of Property
891,748,2019-07-21,626,Waiting on External Factors
892,56,2022-06-05,233,Interested but Needs More Information
893,889,2022-05-09,664,Interested but Price is a Concern
894,481,2023-06-24,169,Highly Interested in Purchase
895,87,2021-12-08,708,Highly Interested in Rent
896,636,2023-12-27,982,Moderately Interested in Rent
897,254,2021-02-13,505,Interested but Needs More Information
898,957,2019-07-31,593,Waiting on External Factors
899,742,2023-06-30,941,Not Interested in Property
900,553,2021-11-20,204,Waiting on External Factors
901,860,2023-07-07,967,Highly Interested in Purchase
902,335,2021-01-31,820,Moderately Interested in Rent
903,522,2023-11-11,462,Interested but Price is a Concern
904,997,2023-03-20,602,Moderately Interested in Purchase
905,328,2020-02-07,788,Not Interested in Property
906,321,2023-06-11,296,Highly Interested in Purchase
907,781,2019-04-26,177,Moderately Interested in Rent
908,316,2019-06-06,618,Moderately Interested in Purchase
909,467,2020-09-07,279,Moderately Interested in Purchase
910,798,2023-03-14,563,Highly Interested in Purchase
911,871,2019-09-19,334,Interested in a Different Type of Property
912,760,2023-03-20,747,Interested but Price is a Concern
913,714,2020-09-03,260,Moderately Interested in Rent
914,784,2019-10-09,301,Moderately Interested in Purchase
915,378,2019-09-27,630,Interested in a Different Type of Property
916,582,2021-02-04,976,Requires Significant Changes or Renovations
917,470,2021-03-14,82,Not Interested in Property
918,2,2019-10-02,4,Moderately Interested in Rent
919,96,2022-05-02,908,Interested in a Different Type of Property
920,280,2023-11-28,328,Not Interested in Property
921,300,2022-08-23,963,Highly Interested in Purchase
922,969,2023-11-28,932,Interested but Needs More Information
923,373,2021-07-26,232,Waiting on External Factors
924,880,2019-10-06,118,Not Interested in Property
925,554,2020-09-18,299,Highly Interested in Rent
926,243,2020-07-28,320,Highly Interested in Rent
927,364,2022-07-02,915,Interested in a Different Type of Property
928,3,2022-01-17,257,Interested in a Different Type of Property
929,633,2019-10-21,220,Moderately Interested in Rent
930,548,2021-12-25,650,Moderately Interested in Rent
931,491,2023-12-23,863,Moderately Interested in Purchase
932,251,2021-11-11,489,Highly Interested in Rent
933,574,2020-06-19,422,Moderately Interested in Rent
934,663,2021-10-27,62,Waiting on External Factors
935,459,2021-09-27,34,Interested in a Different Type of Property
936,233,2023-10-22,624,Interested in a Different Type of Property
937,896,2020-11-27,98,Interested but Price is a Concern
938,975,2023-02-06,897,Interested in a Different Type of Property
939,905,2020-06-21,856,Highly Interested in Purchase
940,505,2023-12-06,126,Interested but Needs More Information
941,393,2019-11-22,544,Requires Significant Changes or Renovations
942,509,2019-11-14,355,Not Interested in Property
943,151,2021-03-22,345,Waiting on External Factors
944,242,2023-02-23,163,Waiting on External Factors
945,462,2020-06-02,425,Moderately Interested in Rent
946,205,2020-10-02,542,Interested in a Different Type of Property
947,320,2023-04-15,238,Waiting on External Factors
948,972,2020-09-27,749,Waiting on External Factors
949,833,2020-05-31,228,Requires Significant Changes or Renovations
950,479,2023-06-21,122,Interested but Price is a Concern
951,699,2020-10-01,97,Highly Interested in Rent
952,357,2020-01-12,748,Moderately Interested in Rent
953,277,2022-09-13,175,Requires Significant Changes or Renovations
954,659,2020-05-06,189,Moderately Interested in Rent
955,392,2019-12-09,960,Interested but Price is a Concern
956,353,2022-12-09,347,Waiting on External Factors
957,492,2019-05-31,807,Waiting on External Factors
958,842,2020-06-27,825,Moderately Interested in Rent
959,178,2022-10-08,364,Moderately Interested in Purchase
960,795,2020-03-14,958,Requires Significant Changes or Renovations
961,273,2022-06-18,871,Waiting on External Factors
962,326,2022-12-20,785,Requires Significant Changes or Renovations
963,867,2022-09-03,531,Highly Interested in Rent
964,786,2021-07-07,970,Moderately Interested in Purchase
965,69,2022-03-09,492,Requires Significant Changes or Renovations
966,524,2019-03-22,794,Moderately Interested in Purchase
967,668,2022-10-11,284,Highly Interested in Rent
968,731,2021-08-18,520,Moderately Interested in Purchase
969,559,2019-11-22,251,Requires Significant Changes or Renovations
970,464,2020-11-20,486,Requires Significant Changes or Renovations
971,936,2020-02-11,267,Moderately Interested in Purchase
972,167,2019-05-02,808,Waiting on External Factors
973,902,2019-02-03,319,Waiting on External Factors
974,421,2022-12-01,934,Interested but Needs More Information
975,649,2022-07-08,161,Requires Significant Changes or Renovations
976,145,2023-06-28,885,Highly Interested in Rent
977,743,2022-09-24,205,Requires Significant Changes or Renovations
978,959,2020-08-25,909,Moderately Interested in Rent
979,228,2020-01-31,655,Moderately Interested in Purchase
980,230,2020-09-03,677,Requires Significant Changes or Renovations
981,400,2021-07-09,818,Interested in a Different Type of Property
982,21,2019-12-26,750,Moderately Interested in Purchase
983,550,2020-01-07,26,Highly Interested in Rent
984,39,2023-08-19,928,Requires Significant Changes or Renovations
985,139,2021-05-13,431,Moderately Interested in Purchase
986,256,2023-05-12,796,Moderately Interested in Rent
987,924,2019-12-20,879,Interested but Price is a Concern
988,156,2019-03-19,159,Interested but Price is a Concern
989,713,2019-09-28,456,Waiting on External Factors
990,946,2022-01-07,383,Requires Significant Changes or Renovations
991,419,2021-04-15,619,Requires Significant Changes or Renovations
992,584,2020-03-22,216,Moderately Interested in Purchase
993,556,2021-07-25,281,Interested but Needs More Information
994,235,2020-05-11,517,Not Interested in Property
995,19,2021-11-10,720,Moderately Interested in Rent
996,801,2022-12-09,840,Interested but Price is a Concern
997,623,2021-04-13,495,Highly Interested in Purchase
998,697,2020-06-21,745,Not Interested in Property
999,874,2023-03-25,607,Moderately Interested in Purchase
1000,728,2022-05-11,443,Not Interested in Property
1001,1175,2025-02-11,1137,Not Interested in Property
1002,1099,2024-06-27,1178,Interested in a Different Type of Property
1003,1129,2024-08-12,1048,Moderately Interested in Purchase
1004,1024,2024-02-15,1029,Interested in a Different Type of Property
1005,1158,2024-05-14,1013,Waiting on External Factors
1006,1118,2024-08-20,1172,Waiting on External Factors
1007,1108,2024-08-30,1155,Waiting on External Factors
1008,1058,2024-03-15,1174,Waiting on External Factors
1009,1107,2024-12-15,1189,Interested in a Different Type of Property
1010,1109,2024-03-05,1030,Highly Interested in Rent
1011,1087,2024-07-23,1004,Interested but Price is a Concern
1012,1152,2024-05-04,1003,Highly Interested in Purchase
1013,1114,2024-03-27,1059,Interested in a Different Type of Property
1014,1167,2025-01-05,1125,Highly Interested in Purchase
1015,1124,2024-10-17,1180,Not Interested in Property
1016,1061,2024-03-30,1069,Not Interested in Property
1017,1034,2024-03-25,1088,Interested in a Different Type of Property
1018,1012,2024-08-23,1140,Highly Interested in Purchase
1019,1169,2024-01-28,1132,Requires Significant Changes or Renovations
1020,1031,2025-01-22,1017,Interested in a Different Type of Property
1021,1122,2024-04-28,1126,Interested but Needs More Information
1022,1133,2024-08-07,1109,Requires Significant Changes or Renovations
1023,1126,2024-01-25,1016,Requires Significant Changes or Renovations
1024,1018,2024-06-10,1150,Interested but Needs More Information
1025,1007,2024-06-15,1042,Requires Significant Changes or Renovations
1026,1151,2024-10-07,1119,Moderately Interested in Purchase
1027,1029,2024-02-19,1133,Waiting on External Factors
1028,1072,2024-02-27,1100,Waiting on External Factors
1029,1181,2024-06-20,1143,Waiting on External Factors
1030,1077,2024-06-02,1012,Interested in a Different Type of Property
1031,1005,2024-11-29,1098,Waiting on External Factors
1032,1170,2024-10-12,1187,Interested but Needs More Information
1033,1065,2024-10-13,1144,Moderately Interested in Purchase
1034,1176,2024-05-27,1084,Highly Interested in Rent
1035,1090,2024-11-19,1031,Not Interested in Property
1036,1165,2024-03-10,1195,Interested but Needs More Information
1037,1127,2024-06-08,1070,Highly Interested in Purchase
1038,1189,2024-06-16,1068,Moderately Interested in Purchase
1039,1111,2024-10-24,1152,Moderately Interested in Rent
1040,1155,2024-09-28,1141,Waiting on External Factors
1041,1050,2024-10-19,1123,Not Interested in Property
1042,1198,2024-06-18,1186,Waiting on External Factors
1043,1025,2024-07-15,1160,Highly Interested in Purchase
1044,1003,2024-04-01,1131,Interested in a Different Type of Property
1045,1161,2024-05-27,1091,Interested in a Different Type of Property
1046,1196,2024-02-26,1177,Highly Interested in Rent
1047,1063,2024-03-12,1106,Requires Significant Changes or Renovations
1048,1040,2024-05-10,1116,Waiting on External Factors
1049,1120,2024-07-30,1009,Moderately Interested in Rent
1050,1116,2025-01-12,1199,Interested but Price is a Concern
1051,1001,2024-06-03,1192,Interested but Price is a Concern
1052,1142,2024-01-28,1134,Not Interested in Property
1053,1187,2024-11-15,1151,Highly Interested in Rent
1054,1193,2024-10-15,1148,Interested but Needs More Information
1055,1043,2024-11-05,1078,Highly Interested in Rent
1056,1094,2024-04-19,1046,Moderately Interested in Rent
1057,1048,2024-02-05,1025,Moderately Interested in Rent
1058,1171,2024-02-19,1023,Highly Interested in Purchase
1059,1194,2025-01-05,1129,Requires Significant Changes or Renovations
1060,1135,2024-01-24,1194,Moderately Interested in Rent
1061,1082,2024-07-26,1138,Highly Interested in Rent
1062,1088,2024-09-29,1198,Highly Interested in Rent
1063,1086,2024-10-30,1103,Requires Significant Changes or Renovations
1064,1098,2024-12-20,1082,Interested in a Different Type of Property
1065,1143,2024-08-24,1063,Not Interested in Property
1066,1033,2024-04-22,1011,Waiting on External Factors
1067,1190,2024-09-15,1038,Interested in a Different Type of Property
1068,1147,2024-12-16,1040,Interested in a Different Type of Property
1069,1172,2024-05-28,1120,Interested but Needs More Information
1070,1064,2024-09-14,1060,Interested in a Different Type of Property
1071,1100,2024-10-10,1072,Moderately Interested in Rent
1072,1097,2024-12-13,1081,Moderately Interested in Purchase
1073,1177,2024-04-26,1118,Highly Interested in Rent
1074,1139,2024-05-08,1028,Moderately Interested in Rent
1075,1200,2025-02-21,1067,Interested but Needs More Information
1076,1110,2024-02-10,1175,Interested in a Different Type of Property
1077,1145,2025-01-01,1074,Not Interested in Property
1078,1026,2024-02-25,1176,Moderately Interested in Rent
1079,1192,2024-06-27,1104,Moderately Interested in Purchase
1080,1144,2024-06-06,1171,Waiting on External Factors
1081,1093,2024-03-18,1065,Moderately Interested in Purchase
1082,1056,2024-09-16,1170,Moderately Interested in Purchase
1083,1141,2024-06-23,1161,Moderately Interested in Rent
1084,1078,2024-02-15,1041,Interested but Price is a Concern
1085,1138,2024-12-23,1058,Highly Interested in Purchase
1086,1032,2024-01-24,1008,Not Interested in Property
1087,1089,2024-10-19,1086,Not Interested in Property
1088,1153,2024-12-29,1105,Highly Interested in Purchase
1089,1076,2024-12-15,1039,Requires Significant Changes or Renovations
1090,1149,2024-04-12,1090,Waiting on External Factors
1091,1162,2024-08-05,1169,Interested but Needs More Information
1092,1105,2024-03-07,1191,Not Interested in Property
1093,1049,2024-02-16,1092,Interested in a Different Type of Property
1094,1103,2024-03-31,1034,Not Interested in Property
1095,1178,2025-01-30,1112,Interested in a Different Type of Property
1096,1186,2024-06-10,1032,Waiting on External Factors
1097,1188,2024-05-11,1167,Interested in a Different Type of Property
1098,1154,2024-07-30,1162,Interested but Needs More Information
1099,1183,2024-02-03,1022,Highly Interested in Purchase
1100,1113,2024-02-01,1083,Moderately Interested in Rent
1101,1079,2024-09-16,1179,Highly Interested in Rent
1102,1066,2025-01-01,1024,Moderately Interested in Purchase
1103,1140,2024-09-01,1135,Highly Interested in Rent
1104,1006,2024-12-13,1108,Moderately Interested in Purchase
1105,1117,2024-10-30,1093,Moderately Interested in Rent
1106,1037,2025-01-04,1062,Highly Interested in Rent
1107,1191,2025-01-17,1188,Highly Interested in Rent
1108,1028,2024-02-05,1055,Moderately Interested in Purchase
1109,1115,2024-12-13,1005,Interested but Needs More Information
1110,1011,2024-02-11,1099,Moderately Interested in Purchase
1111,1008,2024-04-14,1047,Interested but Price is a Concern
1112,1081,2024-02-19,1124,Moderately Interested in Purchase
